reaction;f0
5FTHFabc;0.030505973681404137
ACt;1e-10
ADNabc;0.4057604064604542
CO2t;0.00010775256148533318
COAabc;0.0056875771471755834
DADNabc;0.02270143368402871
DCYTabc;0.012880448660148478
DGSNabc;0.012534833986755459
FAt;0.0068116300568043
FORt;1e-10
GLCpts;5.999234999330528
GLYCt;0.0026490688782749685
GSNabc;0.47899716713650725
H2Ot;0.72
Ht;0.0015808249990807433
LIPTA;0.0027323643554772567
NACabc;0.010673180058965896
NH3t;0.0009886068660069287
O2t;0.5282379871041423
PIabc;1.5412130360774616
PYRt2r;2.8960357430561405
THMDabc;0.022661850965776213
URAt2;0.1172139142554965
trdoxt;0.0018016441730096004
AAabc;1.0242408491039032
5FTHFPGS;0.03993655995360475
ACKr;0.008578010480659353
ACPPAT;0.09226784381095983
ACPS;0.022757585358945242
ACP_transl;37.42040366160494
ADK1;4.456306704967708
ADPT;0.26248193571216083
AGPAT;0.09415873526190983
APG3PAT;0.005558648907560217
BPNT;1e-10
CLPNS;0.0009600360735357155
CTPS2;0.556776975791239
CYTK1;0.6743995409977172
CYTK2;0.008321049009815663
DADK;0.019200894951585636
DADNK;0.019466868173075354
DAGGALT;0.0013797513499653313
DAGPST;0.0009252765396549273
DASYN;0.00518926822436895
DCYTK;0.009674534610886463
DGK1;0.008414061248771554
DGSNK;0.009651336839883548
DNAP;0.05987467100664342
ENO;6.026376984390202
FAKr;0.0169975000466562
FBA;5.5955802635404135
FMETTRS;0.5081180108532366
FTHFCL;0.026246931534025453
GALU;0.01235876176873192
GAPD;30.515309482193352
GHMT;0.013774462605412945
GK1;1.3877286545275198
GLYK;0.011681393838762967
GUAPRT;0.31436187646473174
MTHFC;0.015557239834601262
MTHFD;0.0018779610675536732
NADK;0.0028346100688702736
NADS;0.0060901760414344515
NCTPPRT;0.00468193457740573
NNATr;0.005451118219367404
NOX;22.42694467250208
PAPA;0.0019103546017236594
PDH_E1;1.37938324161741
PDH_E2;1.3949609540719017
PDH_E3;1.3907720637048078
PFK;12.676682030300185
PGI;4.480088910978214
PGK;21.499059221576072
PGK3;1.125922741233068
PGM;6.027277885291103
PGMT;0.005216218015228139
PGPP;0.0020998718574227267
PGSA;0.004109631934053176
PPA;1.8963983913583364
PPM;0.2508178151117908
PRPPS;1.5581949217073783
PSSYN;0.006059312044034579
PTAr;0.019640143305287645
PUNP1;0.18571042818017772
PUNP3;0.2246070205127539
PYK;7.369505177111025
PYK2;1.236126638754978
PYK4;0.4619265306188304
PYK5;0.011978481468344895
PYK6;0.004600172681407628
PYK7;0.004373351093222679
PYK8;0.011810157336397006
PdhC_transl;0.6811696486422782
RNAP;3.0005549485136034
RNA_degrad;1.385220317884461
RPE;0.1583004880473876
RPI;0.15739958714648672
TALA;0.1588770622003705
TKT1;0.15745077078084024
TKT2;0.1503582482085798
TMDK1;0.01935483413816055
TMPK;0.01906271061538476
TPI;2.7968892308693056
TRDR;0.0009587937396523635
UDPG4E;0.008532981897095117
UDPGALM;0.007632080996194217
UMPK;1.7908238260781653
UPPRT;0.5112270586734716
dUTPase_transl;0.17075854832581375
tRNAP;1.3329509983886974
AATRS;37.87007182088441
Ribosome;0.634426503408533
