reaction;f0
5FTHFabc;0.01572182658785249
ACt;0.07798901205142382
ATPase;45.9212669316642
COAabc;0.002768952181601868
DADNabc;0.48915119958555425
DCYTabc;0.009648481070106211
DGSNabc;0.5720184114812885
FAt;0.003316188317128408
FORt;1e-10
GLCpts;19.143780170052647
GLYCt;0.0012896782696864974
H2Ot;0.72
Ht;0.3544455053291582
LIPTA;0.0008870316344371728
L_LACt2r;6.77533056292855
NACabc;0.005196153453175383
NH3t;0.00045689848899480945
O2t;0.5448502132115501
PIabc;1.756173673186159
PYRt2r;2.8800601663839727
RIBFLVabc;0.0024147935764004965
THMDabc;0.018480406910175332
URAt2;0.13927204984104383
trdoxt;0.007262633679470481
trdrdt;1e-10
AAabc;0.5092554218967966
5FTHFPGS;0.020641621100110037
ACKr;0.7342917885592884
ACPPAT;0.0449198713290199
ACPS;0.01107935201020656
ACP_transl;18.23153511391287
ADK1;3.3177507306195406
ADPT;0.3152001270360212
AGPAT;0.045840436903824514
APG3PAT;0.002706184336575368
BPNT;1e-10
CLPNS;0.0004673859831687035
CTPS2;0.6710843640483718
CTPSDUMP;1e-10
CYTK1;0.0009035259708692711
CYTK2;0.006541375578630198
DADK;0.017468261330218306
DADNK;0.016837132044067605
DAGGALT;0.000671721051956806
DAGPST;0.0004504635785162146
DASYN;0.0025263542671269887
DCMPDA;0.0004629934872546166
DCYTK;0.008006397265774259
DGK1;0.006709965783455866
DGSNK;0.0070721290319990075
DNAP;0.05987467100664342
DRPA;0.2799220318540234
ENO;19.7554836227197
FAKr;0.008275098706924725
FBA;18.060957895725032
FMETTRS;0.248577270660099
FMNAT;0.0005365283242332016
FTHFCL;0.013611739729960446
GALU;0.006016765597935275
GAPD;100.0
GHMT;0.006740762886760961
GHMT2;1e-10
GK1;0.6151052213356734
GLYK;0.005686994368871443
GUAPRT;0.3816436162292188
LDH_L;56.52778851232188
MTHFC;0.007608645868778192
MTHFD;1e-10
NADHK;0.0013812009204194095
NADS;0.002964954131714529
NCTPPRT;0.0022793628890667417
NNATr;0.0026538338744013933
NOX;23.153101738322277
PAPA;0.0009300410561023077
PDH_E3;79.5875748708659
PDH_acald;79.77548505384738
PFK;40.91116786200444
PGI;14.312670848093562
PGK;73.57321910305215
PGK3;0.4989981350478798
PGK4;0.004717776007472507
PGM;19.75592221921093
PGMT;0.0025394745600452774
PGPP;0.0010223060358505378
PGSA;0.002000741862631151
PPA;1.1239226768089778
PPM2;0.2803606283452515
PRPPS;1.8653730420119738
PSSYN;0.0029499282319642027
PTAr;1.1803558062391146
PUNP2;0.21153329276362248
PUNP4;0.25959992927349446
PYK;30.21328606372296
PYK2;0.6986189720900594
PYK4;1e-10
PYK5;0.011433562795730759
PYK7;0.003824146787901845
PYK8;0.011263681302742847
PdhC_transl;0.24882380915854893
RBFK;0.0013413816459327392
RPE;0.38862855706312716
RPI;0.3881899605718991
TALA;0.38890925763760564
TKT1;0.38821487892020273
TKT2;0.36425517901592497
TMDK1;0.016694654940424748
TMPK;0.017313053158844075
TPI;9.030040351371287
TRDR;0.00726382792726779
UDPG4E;0.004154214870954201
UDPGALM;0.003715618379726131
UMPK;1.0127379254184374
UPPRT;0.6102356337048017
dUTPase_transl;0.08313245115861984
rRNAP;0.10310672875737506
rRNA_degrad;0.001277196463109852
tRNAP;1.6395811895982229
AATRS;18.830431042422777
Ribosome;0.7824808027135092
