reaction;f0
5FTHFabc;0.030423950504943478
ACt;1e-10
ADNabc;0.05221097608528114
CO2t;0.00010775256148533318
COAabc;0.0056875771471755834
DADNabc;0.02270143368402871
DCYTabc;0.012880448660148478
DGSNabc;0.012534833986755459
FAt;0.0068116300568043
FORt;1e-10
GLCpts;7.8203116645833815
GLYCt;0.0026490688782749685
GSNabc;0.04567641148885418
H2Ot;0.72
Ht;0.005972915222475006
LIPTA;0.0027323643554772567
NACabc;0.010673180058975662
NH3t;0.0009886068660071873
O2t;0.6920364811273892
PIabc;1.676164939477504
PYRt2r;3.797597743428999
THMDabc;0.022661850965776213
URAt2;0.13851040027851935
trdoxt;0.0018016441730096004
AAabc;1.08162673402323
5FTHFPGS;0.039823565991896494
ACKr;0.008578010480659353
ACPPAT;0.09226784381095983
ACPS;0.022757585358945242
ACP_transl;36.76207532628206
ADK1;5.073099947770882
ADPT;0.02922513885076955
AGPAT;0.09415873526190983
APG3PAT;0.005558648907560217
BPNT;1e-10
CLPNS;0.0009600360735357155
CTPS2;1.1705346960753973
CYTK1;1.611951020257898
CYTK2;0.008321049009815663
DADK;0.019200894951585636
DADNK;0.019466868173075354
DAGGALT;0.0013797513499653313
DAGPST;0.0009252765396549273
DASYN;0.00518926822436895
DCYTK;0.009674534610886463
DGK1;0.008414061248771554
DGSNK;0.009651336839883548
DNAP;0.05987467100664342
ENO;7.90023572620932
FAKr;0.0169975000466562
FBA;7.326507396307217
FMETTRS;0.5065052052845161
FTHFCL;0.026168358623119257
GALU;0.01235876176873192
GAPD;40.0
GHMT;0.01372788187518802
GK1;2.474299768520023
GLYK;0.011681393838762967
GUAPRT;0.025542945897463674
MTHFC;0.015510723450921611
MTHFD;0.0018779610675536732
NADK;0.0028346100688702736
NADS;0.00609017604145241
NCTPPRT;0.004681934577413446
NNATr;0.0054511182193801196
NOX;29.39307669508984
PAPA;0.0019103546017236594
PDH_E1;1.37938324161741
PDH_E2;1.3949609540719017
PDH_E3;1.3907720637048078
PFK;16.59743370174701
PGI;5.8418833926861184
PGK;27.66146428884502
PGK3;2.0086289389204377
PGM;7.901136627110221
PGMT;0.005216218015228139
PGPP;0.0020998718574227267
PGSA;0.004109631934053176
PPA;2.581635960523712
PPM;0.025661662126362145
PRPPS;0.9740678305066502
PSSYN;0.006059312044034579
PTAr;0.019640143305287645
PUNP1;0.022829276335579043
PUNP3;0.020327008490075984
PYK;9.40701301808705
PYK2;2.0892783749647656
PYK4;0.4650520358497278
PYK5;0.011978481468344895
PYK6;0.004600172681407628
PYK7;0.004373351093222679
PYK8;0.011810157336397006
PdhC_transl;0.6811696486422782
RPE;0.18693487763625222
RPI;0.18603397673535133
TALA;0.18751145178923512
TKT1;0.18608516036970485
TKT2;0.1771079404569514
TMDK1;0.01935483413816055
TMPK;0.01906271061538476
TPI;3.6623527972527072
TRDR;0.0009587937396523635
UDPG4E;0.008532981897095117
UDPGALM;0.007632080996194217
UMPK;3.0322978565382255
UPPRT;0.6048373776316175
dUTPase_transl;0.17075854832581375
rRNAP;7.368061049173431
rRNA_degrad;3.475399674049062
tRNAP;0.00594323358810987
AATRS;40.0
Ribosome;3.481382337171899
